             。
0	 HED	 -1	 。	 wp
21	 ATT	 22	 政治	 n
22	 COO	 19	 体制	 n
23	 COO	 2	 进行	 v
24	 VOB	 23	 改革	 v
25	 WP	 2	 。	 wp

因为经济上的问题从来就不是孤立的，而是与政治密切相关。
0	 ADV	 8	 因为	 c
1	 ATT	 2	 经济	 n
2	 ATT	 4	 上	 nd
3	 RAD	 2	 的	 u
4	 SBV	 8	 问题	 n
5	 ADV	 8	 从来	 d
6	 ADV	 8	 就	 d
7	 ADV	 8	 不	 d
8	 HED	 -1	 是	 v
9	 VOB	 8	 孤立	 a
10	 RAD	 9	 的	 u
11	 WP	 8	 ，	 wp
12	 COO	 8	 而是	 c
13	 ADV	 16	 与	 p
14	 SBV	 15	 政治	 n
15	 POB	 13	 密切	 a
16	 VOB	 12	 相关	 v
17	 WP	 8	 。	 wp

例如，要解决印尼和韩国的经济问题，不在政治上动大手术，不剥夺苏哈托家族的特权和与财团关系密切的韩国政界要人的特权就谈不上对经济体制进行改革。
0	 ADV	 3	 例如	 v
1	 WP	 0	 ，	 wp
2	 ADV	 3	 要	 v
3	 HED	 -1	 解决	 v
4	 ATT	 8	 印尼	 ns
5	 LAD	 6	 和	 c
6	 COO	 4	 韩国	 ns
7	 RAD	 4	 的	 u
8	 ATT	 9	 经济	 n
9	 VOB	 3	 问题	 n
10	 WP	 3	 ，	 wp
11	 ADV	 15	 不	 d
12	 ADV	 15	 在	 p
13	 ATT	 14	 政治	 n
14	 POB	 12	 上	 nd
15	 COO	 3	 动	 v
16	 ATT	 17	 大	 a
17	 VOB	 15	 手术	 n
18	 WP	 3	 ，	 wp
19	 ADV	 20	 不	 d
20	 ADV	 37	 剥夺	 v
21	 ATT	 22	 苏哈托	 nh
22	 ATT	 24	 家族	 n
23	 RAD	 22	 的	 u
24	 VOB	 20	 特权	 n
25	 LAD	 35	 和	 c
26	 ATT	 35	 与	 p
27	 ATT	 28	 财团	 n
28	 SBV	 29	 关系	 n
29	 ATT	 33	 密切	 a
30	 RAD	 29	 的	 u
31	 ATT	 33	 韩国	 ns
32	 ATT	 33	 政界	 n
33	 POB	 26	 要人	 n
34	 RAD	 26	 的	 u
35	 COO	 24	 特权	 n
36	 ADV	 37	 就	 d
37	 COO	 3	 谈	 v
38	 ADV	 39	 不	 d
39	 CMP	 37	 上	 v
40	 ADV	 43	 对	 p
41	 ATT	 42	 经济	 n
42	 POB	 40	 体制	 n
43	 VOB	 37	 进行	 v
44	 VOB	 43	 改革	 v
45	 WP	 3	 。	 wp

