产业与环境INDUSTRY AND ENVIRONMENT1999年　第21卷　第1-2期　Vol。
0	 ATT	 1	 ﻿	 n
16	 RAD	 14	 的	 u
17	 ATT	 19	 附录	 n
18	 VOB	 17	 I	 ws
19	 SBV	 41	 缔约方	 n
20	 WP	 22	 (	 wp
21	 ADV	 22	 也	 d
22	 COO	 19	 列为	 v
23	 WP	 24	 《	 wp
24	 ATT	 26	 议定书	 n
25	 WP	 24	 》	 wp
26	 ATT	 27	 附录	 n
27	 ATT	 28	 B	 ws
28	 VOB	 22	 缔约方	 n
29	 WP	 19	 )	 wp
30	 ADV	 41	 应当	 v
31	 COO	 30	 单独	 d
32	 RAD	 31	 地	 u
33	 LAD	 34	 或	 c
34	 ATT	 35	 联合	 v
35	 RAD	 30	 地	 u
36	 ADV	 41	 在	 p
37	 ATT	 38	 2008-2012	 m
38	 ATT	 39	 年	 q
39	 ATT	 40	 承诺期	 n
40	 POB	 36	 内	 nd
41	 VOB	 7	 使	 v
42	 ATT	 44	 其	 r
43	 ATT	 44	 温室	 n
44	 ATT	 46	 气体	 n
45	 WP	 46	 (	 wp
46	 DBL	 41	 GHG	 ws
47	 WP	 41	 )	 wp
48	 SBV	 56	 排放	 v
49	 VOB	 48	 总量	 n
50	 COO	 48	 削减	 v
51	 ATT	 52	 1990年	 nt
52	 ATT	 53	 水平	 n
53	 VOB	 50	 以下	 nd
54	 RAD	 48	 的	 u
55	 ATT	 56	 至少	 d
56	 COO	 41	 5%	 m
57	 WP	 7	 。	 wp

该《议定书》必须有该《公约》的至少55个缔约方批准，包括那些占1990年二氧化碳排放总量55%的附录I缔约方。
0	 ATT	 2	 该	 r
1	 WP	 2	 《	 wp
2	 SBV	 5	 议定书	 n
3	 WP	 2	 》	 wp
4	 ADV	 5	 必须	 d
5	 HED	 -1	 有	 v
6	 ATT	 8	 该	 r
7	 WP	 8	 《	 wp
8	 ATT	 11	 公约	 n
9	 WP	 8	 》	 wp
10	 RAD	 8	 的	 u
11	 VOB	 5	 至少	 d
12	 ATT	 13	 55	 m
13	 ATT	 14	 个	 q
14	 SBV	 15	 缔约方	 n
15	 VOB	 11	 批准	 v
16	 WP	 5	 ，	 wp
17	 COO	 5	 包括	 v
18	 ATT	 28	 那些	 r
19	 ATT	 28	 占	 v
20	 ATT	 23	 1990年	 nt
21	 ATT	 23	 二氧化碳	 n
22	 ATT	 23	 排放	 v
23	 ATT	 24	 总量	 n
24	 VOB	 19	 55%	 m
25	 RAD	 19	 的	 u
26	 ATT	 28	 附录	 n
27	 VOB	 26	 I	 ws
28	 VOB	 17	 缔约方	 n
29	 WP	 5	 。	 wp

2。
0	 HED	 -1	 2	 m
1	 WP	 0	 。	 wp

这一条没有讨论“泡沫”方案(第4条)，即允许任何两个或多个附录I缔约方先达成一项协议，然后开始第一履约期，并使之能共同负责达到其组合的QELRCs。
0	 ATT	 1	 这	 r
1	 ATT	 2	 一	 m
2	 SBV	 3	 条	 q
3	 HED	 -1	 没有	 d
4	 VOB	 3	 讨论	 v
5	 WP	 6	 “	 wp
6	 ATT	 8	 泡沫	 n
7	 WP	 6	 ”	 wp
8	 VOB	 4	 方案	 n
9	 WP	 3	 (	 wp
10	 ATT	 11	 第4	 m
11	 COO	 3	 条	 q
12	 WP	 3	 )	 wp
13	 WP	 3	 ，	 wp
14	 CMP	 3	 即	 v
15	 VOB	 14	 允许	 v
16	 ATT	 18	 任何	 r
17	 ATT	 18	 两	 m
18	 ATT	 22	 个	 q
19	 LAD	 20	 或	 c
20	 ATT	 21	 多	 m
21	 COO	 18	 个	 q
22	 ATT	 24	 附录	 n
23	 VOB	 22	 I	 ws
24	 SBV	 26	 缔约方	 n
25	 ADV	 26	 先	 d
26	 VOB	 15	 达成	 v
27	 ATT	 28	 一	 m
28	 ATT	 29	 项	 q
29	 VOB	 26	 协议	 n
30	 WP	 26	 ，	 wp
31	 ADV	 32	 然后	 c
32	 COO	 26	 开始	 v
33	 ATT	 34	 第一	 m
34	 VOB	 32	 履约期	 q
35	 WP	 15	 ，	 wp
36	 ADV	 37	 并	 c
37	 COO	 15	 使	 v
38	 DBL	 37	 之	 r
39	 ADV	 41	 能	 v
40	 ADV	 41	 共同	 d
41	 VOB	 37	 负责	 v
42	 VOB	 41	 达到	 v
43	 SBV	 44	 其	 r
44	 ATT	 46	 组合	 v
45	 RAD	 44	 的	 u
46	 VOB	 42	 QELRCs	 n
47	 WP	 15	 。	 wp

3。
0	 HED	 -1	 3	 m
1	 WP	 0	 。	 wp

UNEP/IUC，Article 12,paragraphs 2 and 3(b),p。
0	 SBV	 7	 UNEP	 ws
1	 WP	 0	 /	 wp
2	 SBV	 7	 IUC	 ws
3	 WP	 2	 ，	 wp
4	 ATT	 5	 Article	 ws
5	 COO	 2	 12	 m
6	 WP	 2	 ,	 wp
7	 HED	 -1	 paragraphs	 v
8	 ATT	 9	 2	 m
9	 ATT	 10	 and	 q
10	 ADV	 15	 3	 m
11	 WP	 12	 (	 wp
12	 SBV	 15	 b	 nh
13	 WP	 12	 )	 wp
14	 WP	 12	 ,	 wp
15	 VOB	 7	 p	 i
16	 WP	 7	 。	 wp

16。
0	 HED	 -1	 16	 m
1	 WP	 0	 。	 wp

4。
0	 HED	 -1	 4	 m
1	 WP	 0	 。	 wp

World Bank,The Carbon Offset Investment Business and the Role of the World Bank Group,Washington D。
0	 ATT	 8	 World	 ws
1	 ATT	 8	 Bank	 ws
2	 WP	 1	 ,	 wp
3	 ATT	 8	 The	 ws
4	 ATT	 8	 Carbon	 ws
5	 ATT	 8	 Offset	 ws
6	 ATT	 8	 Investment	 ws
7	 ATT	 8	 Business	 ws
8	 SBV	 9	 and	 n
9	 HED	 -1	 the	 v
10	 ATT	 11	 Role	 ws
11	 VOB	 9	 of	 n
12	 COO	 9	 the	 v
13	 ATT	 15	 World	 ws
14	 ATT	 15	 Bank	 ws
15	 VOB	 12	 Group	 n
16	 WP	 17	 ,	 wp
17	 COO	 12	 Washington	 v
18	 VOB	 17	 D	 ws
19	 WP	 9	 。	 wp

C。
0	 HED	 -1	 C	 ws
1	 WP	 0	 。	 wp

, July 1997,P。
0	 WP	 2	 ,	 wp
1	 SBV	 2	 July	 v
2	 ATT	 4	 1997	 m
3	 WP	 4	 ,	 wp
4	 HED	 -1	 P	 i
5	 WP	 4	 。	 wp

2。
0	 HED	 -1	 2	 m
1	 WP	 0	 。	 wp

5。
0	 HED	 -1	 5	 m
1	 WP	 0	 。	 wp

World Band,July 1997,P。
0	 SBV	 3	 World	 ws
1	 SBV	 3	 Band	 ws
2	 WP	 1	 ,	 wp
3	 HED	 -1	 July	 v
4	 ATT	 6	 1997	 m
5	 WP	 6	 ,	 wp
6	 VOB	 3	 P	 i
7	 WP	 3	 。	 wp

2。
0	 HED	 -1	 2	 m
1	 WP	 0	 。	 wp

这里可以指出的是，为了充分得益于与工业和能源有关的绿色技术的转让，CDM项目需要成为源基项目而不是汇基项目。
0	 SBV	 2	 这里	 r
1	 ADV	 2	 可以	 v
2	 SBV	 4	 指出	 v
3	 RAD	 2	 的	 u
4	 HED	 -1	 是	 v
5	 WP	 4	 ，	 wp
6	 ADV	 19	 为了	 p
7	 ADV	 8	 充分	 a
8	 POB	 6	 得益	 v
9	 CMP	 8	 于	 p
10	 ADV	 14	 与	 p
11	 POB	 10	 工业	 n
12	 LAD	 13	 和	 c
13	 COO	 11	 能源	 n
14	 ATT	 17	 有关	 v
15	 RAD	 14	 的	 u
16	 ATT	 17	 绿色	 n
17	 POB	 9	 技术	 n
18	 RAD	 8	 的	 u
19	 VOB	 4	 转让	 v
20	 WP	 4	 ，	 wp
21	 ATT	 22	 CDM	 ws
22	 SBV	 24	 项目	 n
23	 ADV	 24	 需要	 v
24	 VOB	 4	 成为	 v
25	 ATT	 26	 源基	 n
26	 ATT	 31	 项目	 n
27	 ADV	 29	 而	 c
28	 ADV	 29	 不	 d
29	 ATT	 31	 是	 v
30	 ATT	 31	 汇基	 v
31	 VOB	 24	 项目	 n
32	 WP	 4	 。	 wp

6。
0	 HED	 -1	 6	 m
1	 WP	 0	 。	 wp

World Bank,July 1997。
0	 SBV	 3	 World	 ws
1	 SBV	 3	 Bank	 ws
2	 WP	 1	 ,	 wp
3	 HED	 -1	 July	 v
4	 VOB	 3	 1997	 m
5	 WP	 3	 。	 wp

p。
0	 HED	 -1	 p	 i
1	 WP	 0	 。	 wp

4。
0	 HED	 -1	 4	 m
1	 WP	 0	 。	 wp

7。
0	 HED	 -1	 7	 m
1	 WP	 0	 。	 wp

UNEP/IUC。
0	 ATT	 2	 UNEP	 ws
1	 WP	 0	 /	 wp
2	 HED	 -1	 IUC	 ws
3	 WP	 2	 。	 wp

Article 6。
0	 ATT	 1	 Article	 ws
1	 HED	 -1	 6	 m
2	 WP	 1	 。	 wp

1。
0	 HED	 -1	 1	 m
1	 WP	 0	 。	 wp

p。
0	 HED	 -1	 p	 i
1	 WP	 0	 。	 wp

10。
0	 HED	 -1	 10	 m
1	 WP	 0	 。	 wp

8。
0	 HED	 -1	 8	 m
1	 WP	 0	 。	 wp

UNEP/IUC。
0	 ATT	 2	 UNEP	 ws
1	 WP	 0	 /	 wp
2	 HED	 -1	 IUC	 ws
3	 WP	 2	 。	 wp

Article 17,p。
0	 ADV	 3	 Article	 ws
1	 ATT	 3	 17	 m
2	 WP	 3	 ,	 wp
3	 HED	 -1	 p	 i
4	 WP	 3	 。	 wp

21。
0	 HED	 -1	 21	 m
1	 WP	 0	 。	 wp

9。
0	 HED	 -1	 9	 m
1	 WP	 0	 。	 wp

UN Doc。
0	 ATT	 1	 UN	 ws
1	 HED	 -1	 Doc	 ws
2	 WP	 1	 。	 wp

,Compilation of Responses from Parties on issues related to sinks,FCCC/AGBM/1997/INF。
0	 WP	 2	 ,	 wp
1	 SBV	 2	 Compilation	 ws
2	 HED	 -1	 of	 v
3	 SBV	 4	 Responses	 ws
4	 COO	 2	 from	 v
5	 ATT	 6	 Parties	 ws
6	 VOB	 4	 on	 n
7	 COO	 2	 issues	 v
8	 COO	 7	 related	 v
9	 ATT	 10	 to	 n
10	 VOB	 8	 sinks	 ws
11	 WP	 2	 ,	 wp
12	 COO	 2	 FCCC	 ws
13	 WP	 2	 /	 wp
14	 COO	 2	 AGBM	 ws
15	 WP	 2	 /	 wp
16	 ATT	 17	 1997/	 m
17	 COO	 2	 INF	 ws
18	 WP	 2	 。	 wp

2，29 November 1997,pp。
0	 ATT	 6	 2	 m
1	 WP	 0	 ，	 wp
2	 ATT	 4	 29	 m
3	 RAD	 2	 November	 ws
4	 COO	 0	 1997	 m
5	 WP	 6	 ,	 wp
6	 HED	 -1	 pp	 i
7	 WP	 6	 。	 wp

2-310。
0	 HED	 -1	 2-310	 m
1	 WP	 0	 。	 wp

UN Doc。
0	 ATT	 1	 UN	 ws
1	 HED	 -1	 Doc	 ws
2	 WP	 1	 。	 wp

FCCC/ABGM/1997/INF。
0	 ATT	 2	 FCCC	 ws
1	 WP	 0	 /	 wp
2	 HED	 -1	 ABGM	 ws
3	 WP	 2	 /	 wp
4	 ATT	 5	 1997/	 m
5	 VOB	 2	 INF	 ws
6	 WP	 2	 。	 wp

2。
0	 HED	 -1	 2	 m
1	 WP	 0	 。	 wp

p。
0	 HED	 -1	 p	 i
1	 WP	 0	 。	 wp

3。
0	 HED	 -1	 3	 m
1	 WP	 0	 。	 wp

11。
0	 HED	 -1	 11	 m
1	 WP	 0	 。	 wp

UNEP/IUC。
0	 ATT	 2	 UNEP	 ws
1	 WP	 0	 /	 wp
2	 HED	 -1	 IUC	 ws
3	 WP	 2	 。	 wp

Article 12。
0	 ATT	 1	 Article	 ws
1	 HED	 -1	 12	 m
2	 WP	 1	 。	 wp

10。
0	 HED	 -1	 10	 m
1	 WP	 0	 。	 wp

p。
0	 HED	 -1	 p	 i
1	 WP	 0	 。	 wp

17。
0	 HED	 -1	 17	 m
1	 WP	 0	 。	 wp

12。
0	 HED	 -1	 12	 m
1	 WP	 0	 。	 wp

UN Doc,。
0	 ATT	 1	 UN	 ws
1	 HED	 -1	 Doc	 ws
2	 WP	 1	 ,	 wp
3	 WP	 1	 。	 wp

 Preparatory Work Needed for the Fourth Session of the Conference of the Parties:Submission by Parties,FCCC/SB/1998/MISC。
0	 ATT	 3	 Preparatory	 ws
1	 ATT	 3	 Work	 nz
2	 ATT	 3	 Needed	 ws
3	 SBV	 4	 for	 n
4	 HED	 -1	 the	 v
5	 VOB	 4	 Fourth	 ws
6	 ATT	 7	 Session	 ws
7	 SBV	 8	 of	 n
8	 COO	 4	 the	 v
9	 ATT	 10	 Conference	 ws
10	 VOB	 8	 of	 n
11	 COO	 8	 the	 v
12	 VOB	 11	 Parties	 ws
13	 WP	 8	 :	 wp
14	 SBV	 15	 Submission	 ws
15	 COO	 8	 by	 v
16	 VOB	 15	 Parties	 ws
17	 WP	 4	 ,	 wp
18	 COO	 4	 FCCC	 ws
19	 WP	 4	 /	 wp
20	 COO	 4	 SB	 ws
21	 WP	 4	 /	 wp
22	 ATT	 23	 1998/	 m
23	 COO	 4	 MISC	 ws
24	 WP	 4	 。	 wp

1/Add。
0	 ATT	 2	 1	 m
1	 WP	 2	 /	 wp
2	 HED	 -1	 Add	 ws
3	 WP	 2	 。	 wp

5。
0	 HED	 -1	 5	 m
1	 WP	 0	 。	 wp

p。
0	 HED	 -1	 p	 i
1	 WP	 0	 。	 wp

7。
0	 HED	 -1	 7	 m
1	 WP	 0	 。	 wp

1	 m
1	 WP	 2	 /	 wp
2	 HED	 -1	 Add	 ws
3	 WP	 2	 。	 wp

5。
0	 HED	 -1	 5	 m
1	 WP	 0	 。	 wp

p。
0	 HED	 -1	 p	 i
1	 WP	 0	 。	 wp

7。
0	 HED	 -1	 7	 m
1	 WP	 0	 。	 wp

V	 12	 通过	 p
8	 POB	 7	 延长	 v
9	 ATT	 10	 土地	 n
10	 VOB	 8	 承包期	 n
11	 WP	 7	 ，	 wp
12	 HED	 -1	 提倡	 v
13	 VOB	 12	 实行	 v
14	 WP	 15	 “	 wp
15	 VOB	 13	 增	 v
16	 VOB	 15	 人	 n
17	 ADV	 18	 不	 d
18	 COO	 15	 增	 v
19	 VOB	 18	 地	 n
20	 WP	 21	 、	 wp
21	 SBV	 23	 减人	 v
22	 ADV	 23	 不	 d
23	 COO	 15	 减	 v
24	 VOB	 23	 地	 n
25	 WP	 23	 ”	 wp
26	 WP	 13	 ，	 wp
27	 ATT	 52	 明确	 v
28	 SBV	 29	 农户	 n
29	 ATT	 32	 拥有	 v
30	 VOB	 29	 土地	 n
31	 RAD	 29	 的	 u
32	 VOB	 27	 占有权	 n
33	 WP	 34	 、	 wp
34	 COO	 32	 使用权	 n
35	 WP	 36	 、	 wp
36	 COO	 32	 收益权	 n
37	 WP	 38	 、	 wp
38	 COO	 32	 转让权	 n
39	 WP	 40	 、	 wp
40	 COO	 32	 抵押权	 n
41	 LAD	 42	 和	 c
42	 COO	 32	 继承权	 n
43	 ADV	 44	 并	 c
44	 COO	 32	 颁发	 v
45	 ATT	 49	 有	 v
46	 VOB	 45	 效力	 n
47	 RAD	 45	 的	 u
48	 ATT	 49	 土地	 n
49	 VOB	 44	 使用证	 n
50	 RAD	 32	 等	 u
51	 ATT	 52	 项	 q
52	 ATT	 53	 制度	 n
53	 COO	 13	 建设	 v
54	 WP	 12	 。	 wp

进一步界定土地产权稳定农户预期，以促进土地使用权的流转和适度规模经营的发展。
0	 ADV	 1	 进一步	 d
1	 HED	 -1	 界定	 v
2	 ATT	 3	 土地	 n
3	 SBV	 4	 产权	 n
4	 VOB	 1	 稳定	 v
5	 VOB	 4	 农户	 n
6	 VOB	 4	 预期	 v
7	 WP	 1	 ，	 wp
8	 ADV	 9	 以	 c
9	 COO	 1	 促进	 v
10	 ATT	 11	 土地	 n
11	 ATT	 13	 使用权	 n
12	 RAD	 11	 的	 u
13	 ADV	 19	 流转	 v
14	 LAD	 17	 和	 c
15	 ATT	 16	 适度	 a
16	 ADV	 17	 规模	 n
17	 COO	 13	 经营	 v
18	 RAD	 13	 的	 u
19	 VOB	 9	 发展	 v
20	 WP	 1	 。	 wp

                                      （本文责编：厉淑华  戴绪愚）＊             。
0	 WP	 2	 （	 wp
1	 SBV	 2	 本文	 r
2	 HED	 -1	 责编	 v
3	 WP	 2	 ：	 wp
4	 VOB	 2	 厉淑华	 nh
5	 COO	 4	 戴绪愚	 nh
6	 WP	 5	 ）	 wp
7	 WP	 4	 ＊	 wp
8	 WP	 2	 。	 wp

