【 文献号 】1-3101【原文出处】中国文化报【原刊地名】京【原刊期号】19960526【原刊页号】⑴【分 类 号】J1【分 类 名】文艺理论【 作  者 】刘忠德【复印期号】199607【 标  题 】在１９９６年全国艺术创作会议上的讲话【 正  文 】    （1996年4月16日于北京）    同志们：    1996年全国艺术创作会议今天开幕了。
0	 ADV	 8	 ﻿	 v
对于一部分地市级剧团，特别是县级剧团来说，没有创作条件，但有演出条件，而且拥有大量的基层观众。
0	 ADV	 6	 对于	 p
1	 ATT	 3	 一部分	 m
2	 ATT	 3	 地市级	 b
3	 POB	 0	 剧团	 n
4	 WP	 0	 ，	 wp
5	 ADV	 6	 特别	 d
6	 HED	 -1	 是	 v
7	 ATT	 8	 县级	 b
8	 VOB	 6	 剧团	 n
9	 RAD	 6	 来说	 u
10	 WP	 6	 ，	 wp
11	 VOB	 6	 没有	 v
12	 ATT	 13	 创作	 v
13	 VOB	 11	 条件	 n
14	 WP	 6	 ，	 wp
15	 ADV	 16	 但	 c
16	 COO	 6	 有	 v
17	 ATT	 18	 演出	 v
18	 VOB	 16	 条件	 n
19	 WP	 6	 ，	 wp
20	 ADV	 21	 而且	 c
21	 COO	 6	 拥有	 v
22	 ATT	 25	 大量	 m
23	 RAD	 22	 的	 u
24	 ATT	 25	 基层	 n
25	 VOB	 21	 观众	 n
26	 WP	 6	 。	 wp

这些剧团不能满足于演老戏，演旧戏，要移植和推广一批优秀的新剧节目。
0	 ATT	 1	 这些	 r
1	 SBV	 4	 剧团	 n
2	 ADV	 3	 不	 d
3	 ADV	 4	 能	 v
4	 HED	 -1	 满足	 v
5	 CMP	 4	 于	 p
6	 POB	 5	 演	 v
7	 ATT	 8	 老	 a
8	 VOB	 6	 戏	 n
9	 WP	 4	 ，	 wp
10	 COO	 4	 演	 v
11	 ATT	 12	 旧	 a
12	 VOB	 10	 戏	 n
13	 WP	 4	 ，	 wp
14	 ADV	 15	 要	 v
15	 COO	 4	 移植	 v
16	 LAD	 17	 和	 c
17	 COO	 15	 推广	 v
18	 ATT	 19	 一	 m
19	 ATT	 23	 批	 q
20	 ATT	 23	 优秀	 a
21	 RAD	 20	 的	 u
22	 ATT	 23	 新剧	 n
23	 VOB	 15	 节目	 n
24	 WP	 4	 。	 wp

这次艺术局推荐了一批近六年来获文华奖的适合地市级和县级剧团普及演出的剧目，希望各地相互移植。
0	 ATT	 1	 这次	 r
1	 SBV	 2	 艺术局	 n
2	 HED	 -1	 推荐	 v
3	 RAD	 2	 了	 u
4	 ATT	 5	 一	 m
5	 ATT	 21	 批	 q
6	 ATT	 7	 近	 a
7	 ATT	 8	 六	 m
8	 COO	 5	 年	 q
9	 RAD	 8	 来	 nd
10	 ATT	 21	 获	 v
11	 VOB	 10	 文华奖	 nz
12	 RAD	 10	 的	 u
13	 ATT	 21	 适合	 v
14	 ATT	 17	 地市级	 b
15	 LAD	 16	 和	 c
16	 COO	 14	 县级	 b
17	 VOB	 13	 剧团	 n
18	 COO	 13	 普及	 v
19	 VOB	 18	 演出	 v
20	 RAD	 13	 的	 u
21	 VOB	 2	 剧目	 n
22	 WP	 2	 ，	 wp
23	 COO	 2	 希望	 v
24	 SBV	 26	 各地	 r
25	 ADV	 26	 相互	 d
26	 VOB	 23	 移植	 v
27	 WP	 2	 。	 wp

各地文化主管部门要重视这一工作，这对于改变广大农村演出市场状况，对于推动艺术创作的繁荣，对于促进艺术精品的产生具有非常重要的意义。
0	 ATT	 1	 各地	 r
1	 ATT	 3	 文化	 n
2	 ATT	 3	 主管	 v
3	 SBV	 5	 部门	 n
4	 ADV	 5	 要	 v
5	 HED	 -1	 重视	 v
6	 ATT	 7	 这	 r
7	 ATT	 8	 一	 m
8	 VOB	 5	 工作	 v
9	 WP	 5	 ，	 wp
10	 SBV	 32	 这	 r
11	 ADV	 32	 对于	 p
12	 POB	 11	 改变	 v
13	 ATT	 14	 广大	 b
14	 VOB	 12	 农村	 n
15	 COO	 12	 演出	 v
16	 ATT	 17	 市场	 n
17	 VOB	 15	 状况	 n
18	 WP	 11	 ，	 wp
19	 ADV	 32	 对于	 p
20	 POB	 19	 推动	 v
21	 SBV	 22	 艺术	 n
22	 ATT	 24	 创作	 v
23	 RAD	 22	 的	 u
24	 VOB	 20	 繁荣	 a
25	 WP	 19	 ，	 wp
26	 ADV	 32	 对于	 p
27	 POB	 26	 促进	 v
28	 ATT	 29	 艺术	 n
29	 VOB	 27	 精品	 n
30	 RAD	 27	 的	 u
31	 SBV	 32	 产生	 v
32	 COO	 5	 具有	 v
33	 ADV	 34	 非常	 d
34	 ATT	 36	 重要	 a
35	 RAD	 34	 的	 u
36	 VOB	 32	 意义	 n
37	 WP	 5	 。	 wp

            （六）切实加强艺术创作队伍的建设    无论从思想上说还是从艺术上说，队伍建设始终是艺术创作发展中的一项既具有现实意义，又具有战略意义的工作。
0	 WP	 1	 （	 wp
1	 ADV	 4	 六	 m
2	 WP	 1	 ）	 wp
3	 ADV	 4	 切实	 a
4	 HED	 -1	 加强	 v
5	 SBV	 6	 艺术	 n
6	 ATT	 7	 创作	 v
7	 ATT	 9	 队伍	 n
8	 RAD	 7	 的	 u
9	 VOB	 4	 建设	 v
10	 ADV	 14	 无论	 c
11	 ADV	 14	 从	 p
12	 ATT	 13	 思想	 n
13	 POB	 11	 上	 nd
14	 COO	 9	 说	 v
15	 ADV	 19	 还是	 c
16	 ADV	 19	 从	 p
17	 ATT	 18	 艺术	 n
18	 POB	 16	 上	 nd
19	 COO	 14	 说	 v
20	 WP	 19	 ，	 wp
21	 FOB	 22	 队伍	 n
22	 SBV	 24	 建设	 v
23	 ADV	 24	 始终	 d
24	 VOB	 19	 是	 v
25	 ATT	 31	 艺术	 n
26	 ATT	 28	 创作	 v
27	 COO	 26	 发展	 v
28	 ATT	 31	 中	 nd
29	 RAD	 28	 的	 u
30	 ATT	 31	 一	 m
31	 VOB	 24	 项	 q
32	 ADV	 33	 既	 c
33	 COO	 9	 具有	 v
34	 ATT	 35	 现实	 a
35	 VOB	 33	 意义	 n
36	 WP	 4	 ，	 wp
37	 ADV	 38	 又	 c
38	 ATT	 42	 具有	 v
39	 ATT	 40	 战略	 n
40	 VOB	 38	 意义	 n
41	 RAD	 38	 的	 u
42	 COO	 4	 工作	 v
43	 WP	 4	 。	 wp

创作艺术精品，繁荣艺术创作的任务最终要靠一支有实力的艺术创作队伍来完成。
0	 HED	 -1	 创作	 v
1	 ATT	 2	 艺术	 n
2	 VOB	 0	 精品	 n
3	 WP	 0	 ，	 wp
4	 ATT	 8	 繁荣	 v
5	 SBV	 6	 艺术	 n
6	 VOB	 4	 创作	 v
7	 RAD	 4	 的	 u
8	 FOB	 21	 任务	 n
9	 ADV	 21	 最终	 d
10	 ADV	 21	 要	 v
11	 ADV	 18	 靠	 v
12	 ATT	 13	 一	 m
13	 ATT	 17	 支	 q
14	 ATT	 17	 有	 v
15	 VOB	 14	 实力	 n
16	 RAD	 14	 的	 u
17	 POB	 11	 艺术	 n
18	 ATT	 19	 创作	 v
19	 DBL	 10	 队伍	 n
20	 ADV	 21	 来	 v
21	 COO	 0	 完成	 v
22	 WP	 0	 。	 wp

目前，我们的艺术创作队伍的敬业精神和业务能力是可信赖的，但某些方面的人才缺乏也是十分突出的问题，制约了艺术创作向更深更高的境界发展。
0	 ADV	 13	 目前	 nt
1	 WP	 0	 ，	 wp
2	 ATT	 4	 我们	 r
3	 RAD	 2	 的	 u
4	 SBV	 5	 艺术	 n
5	 SBV	 13	 创作	 v
6	 ATT	 9	 队伍	 n
7	 RAD	 6	 的	 u
8	 ATT	 9	 敬业	 v
9	 ATT	 12	 精神	 n
10	 LAD	 11	 和	 c
11	 COO	 9	 业务	 n
12	 VOB	 5	 能力	 n
13	 HED	 -1	 是	 v
14	 ADV	 15	 可	 v
15	 VOB	 13	 信赖	 v
16	 RAD	 15	 的	 u
17	 WP	 13	 ，	 wp
18	 ADV	 25	 但	 c
19	 ATT	 20	 某些	 r
20	 ATT	 22	 方面	 n
21	 RAD	 20	 的	 u
22	 FOB	 23	 人才	 n
23	 SBV	 25	 缺乏	 v
24	 ADV	 25	 也	 d
25	 COO	 13	 是	 v
26	 ADV	 27	 十分	 m
27	 ATT	 29	 突出	 a
28	 RAD	 27	 的	 u
29	 VOB	 25	 问题	 n
30	 WP	 25	 ，	 wp
31	 ATT	 33	 制约	 v
32	 RAD	 31	 了	 u
33	 SBV	 34	 艺术	 n
34	 VOB	 25	 创作	 v
35	 ADV	 42	 向	 p
36	 ADV	 37	 更	 d
37	 ATT	 41	 深	 a
38	 ADV	 39	 更	 d
39	 COO	 37	 高	 a
40	 RAD	 37	 的	 u
41	 POB	 35	 境界	 n
42	 VOB	 34	 发展	 v
43	 WP	 13	 。	 wp

比如说，舞台艺术各艺术门类创作中的编导力量就比较弱，优秀的编剧和导演少，中青年优秀戏曲音乐人才奇缺，反映在创作上就是一度创作相对比较弱，二度创作上高水平的不多。
0	 ADV	 14	 比如说	 i
1	 WP	 0	 ，	 wp
2	 ATT	 3	 舞台	 n
3	 ATT	 6	 艺术	 n
4	 ATT	 5	 各	 r
5	 ATT	 6	 艺术	 n
6	 FOB	 7	 门类	 n
7	 ATT	 8	 创作	 v
8	 ATT	 11	 中	 nd
9	 RAD	 8	 的	 u
10	 ATT	 11	 编导	 n
11	 SBV	 14	 力量	 n
12	 ADV	 14	 就	 d
13	 ADV	 14	 比较	 d
14	 HED	 -1	 弱	 a
15	 WP	 14	 ，	 wp
16	 ATT	 18	 优秀	 a
17	 RAD	 16	 的	 u
18	 SBV	 21	 编剧	 n
19	 LAD	 20	 和	 c
20	 COO	 18	 导演	 n
21	 COO	 14	 少	 a
22	 WP	 21	 ，	 wp
23	 ATT	 27	 中青年	 j
24	 ATT	 27	 优秀	 a
25	 ATT	 26	 戏曲	 n
26	 ATT	 27	 音乐	 n
27	 SBV	 28	 人才	 n
28	 COO	 21	 奇缺	 v
29	 WP	 21	 ，	 wp
30	 SBV	 35	 反映	 v
31	 CMP	 30	 在	 p
32	 ATT	 33	 创作	 v
33	 POB	 31	 上	 nd
34	 ADV	 35	 就	 d
35	 COO	 21	 是	 v
36	 ADV	 37	 一度	 d
37	 SBV	 40	 创作	 v
38	 ADV	 40	 相对	 d
39	 ADV	 40	 比较	 d
40	 VOB	 35	 弱	 a
41	 WP	 35	 ，	 wp
42	 ATT	 43	 二	 m
43	 ADV	 44	 度	 q
44	 SBV	 50	 创作	 v
45	 ATT	 47	 上	 nd
46	 ATT	 47	 高	 a
47	 VOB	 44	 水平	 n
48	 RAD	 44	 的	 u
49	 ADV	 50	 不	 d
50	 COO	 35	 多	 a
51	 WP	 21	 。	 wp

艺术局和各地文化主管部门在抓艺术队伍的建设时要特别重视这个问题，在抓创作的同时，要拿出一些精力来抓艺术创作编导人才的培养。
0	 ATT	 5	 艺术局	 n
1	 LAD	 3	 和	 c
2	 ATT	 3	 各地	 r
3	 COO	 0	 文化	 n
4	 ATT	 5	 主管	 v
5	 SBV	 15	 部门	 n
6	 ADV	 15	 在	 p
7	 SBV	 11	 抓	 v
8	 ATT	 9	 艺术	 n
9	 VOB	 7	 队伍	 n
10	 RAD	 7	 的	 u
11	 ATT	 12	 建设	 v
12	 POB	 6	 时	 n
13	 ADV	 15	 要	 v
14	 ADV	 15	 特别	 d
15	 HED	 -1	 重视	 v
16	 ATT	 17	 这个	 r
17	 VOB	 15	 问题	 n
18	 WP	 15	 ，	 wp
19	 ADV	 26	 在	 p
20	 ATT	 23	 抓	 v
21	 VOB	 20	 创作	 v
22	 RAD	 20	 的	 u
23	 POB	 19	 同时	 n
24	 WP	 19	 ，	 wp
25	 ADV	 26	 要	 v
26	 COO	 15	 拿	 v
27	 CMP	 26	 出	 v
28	 ATT	 29	 一些	 m
29	 VOB	 26	 精力	 n
30	 ADV	 31	 来	 v
31	 COO	 26	 抓	 v
32	 SBV	 37	 艺术	 n
33	 ADV	 37	 创作	 v
34	 ATT	 35	 编导	 n
35	 VOB	 33	 人才	 n
36	 RAD	 33	 的	 u
37	 VOB	 31	 培养	 v
38	 WP	 15	 。	 wp

优秀编导人才的培养，既要依靠正规的学院教育，也要依靠实践后的培训和培训后的实践。
0	 ATT	 2	 优秀	 a
1	 ATT	 2	 编导	 n
2	 ADV	 4	 人才	 n
3	 RAD	 2	 的	 u
4	 HED	 -1	 培养	 v
5	 WP	 4	 ，	 wp
6	 ADV	 8	 既	 c
7	 ADV	 8	 要	 v
8	 ATT	 18	 依靠	 v
9	 ATT	 11	 正规	 a
10	 RAD	 9	 的	 u
11	 ATT	 12	 学院	 n
12	 VOB	 8	 教育	 v
13	 WP	 8	 ，	 wp
14	 ADV	 16	 也	 d
15	 ADV	 16	 要	 v
16	 COO	 8	 依靠	 v
17	 VOB	 16	 实践	 v
18	 ATT	 20	 后	 nd
19	 RAD	 18	 的	 u
20	 ATT	 23	 培训	 v
21	 LAD	 22	 和	 c
22	 COO	 20	 培训	 v
23	 ATT	 25	 后	 nd
24	 RAD	 23	 的	 u
25	 COO	 4	 实践	 v
26	 WP	 4	 。	 wp

要理论与实践相结合，采取多种方式来培养，不断充实艺术创作队伍，保证艺术创作人才的充足和后继有人。
0	 ADV	 5	 要	 v
1	 VOB	 0	 理论	 n
2	 ADV	 5	 与	 p
3	 POB	 2	 实践	 v
4	 ADV	 5	 相	 d
5	 HED	 -1	 结合	 v
6	 WP	 5	 ，	 wp
7	 COO	 5	 采取	 v
8	 ATT	 9	 多种	 m
9	 VOB	 7	 方式	 n
10	 ADV	 11	 来	 v
11	 COO	 7	 培养	 v
12	 WP	 5	 ，	 wp
13	 ADV	 14	 不断	 d
14	 COO	 5	 充实	 v
15	 SBV	 16	 艺术	 n
16	 ATT	 24	 创作	 v
17	 VOB	 16	 队伍	 n
18	 WP	 16	 ，	 wp
19	 COO	 16	 保证	 v
20	 SBV	 21	 艺术	 n
21	 ATT	 22	 创作	 v
22	 VOB	 19	 人才	 n
23	 RAD	 16	 的	 u
24	 VOB	 14	 充足	 a
25	 LAD	 26	 和	 c
26	 COO	 24	 后继有人	 i
27	 WP	 5	 。	 wp

    同志们，创作出更多更好的艺术精品，繁荣我国社会主义艺术事业，需要广大艺术工作者勤奋敬业、团结协作、树立强烈的社会责任感和事业责任心，不断进取，精益求精。
0	 SBV	 3	 同志	 n
1	 RAD	 0	 们	 k
2	 WP	 0	 ，	 wp
3	 SBV	 19	 创作	 v
4	 CMP	 3	 出	 v
5	 ADV	 6	 更	 d
6	 ATT	 11	 多	 a
7	 ADV	 8	 更	 d
8	 COO	 6	 好	 a
9	 RAD	 6	 的	 u
10	 ATT	 11	 艺术	 n
11	 VOB	 3	 精品	 n
12	 WP	 3	 ，	 wp
13	 COO	 3	 繁荣	 v
14	 ATT	 17	 我国	 n
15	 ATT	 16	 社会主义	 n
16	 ATT	 17	 艺术	 n
17	 VOB	 13	 事业	 n
18	 WP	 3	 ，	 wp
19	 HED	 -1	 需要	 v
20	 ATT	 22	 广大	 b
21	 ATT	 22	 艺术	 n
22	 SBV	 24	 工作者	 n
23	 ADV	 24	 勤奋	 a
24	 VOB	 19	 敬业	 v
25	 WP	 27	 、	 wp
26	 ATT	 27	 团结	 a
27	 COO	 24	 协作	 v
28	 WP	 29	 、	 wp
29	 COO	 24	 树立	 v
30	 ATT	 33	 强烈	 a
31	 RAD	 30	 的	 u
32	 ATT	 33	 社会	 n
33	 VOB	 29	 责任感	 n
34	 LAD	 36	 和	 c
35	 ATT	 36	 事业	 n
36	 COO	 33	 责任心	 n
37	 WP	 29	 ，	 wp
38	 ADV	 39	 不断	 d
39	 COO	 29	 进取	 v
40	 WP	 24	 ，	 wp
41	 COO	 24	 精益求精	 i
42	 WP	 19	 。	 wp

在以江泽民同志为核心的党中央领导下，只要我们认清形势，明确目标和任务，意识到所肩负的神圣使命，同心同德，奋力开拓，就一定能创作出更多的无愧于人民、无愧于时代的精品力作，就一定会迎来我国舞台艺术创作发展的新时期。
0	 ADV	 13	 在	 p
1	 ADV	 4	 以	 p
2	 ATT	 3	 江泽民	 nh
3	 POB	 1	 同志	 n
4	 ATT	 7	 为	 v
5	 VOB	 4	 核心	 n
6	 RAD	 4	 的	 u
7	 SBV	 8	 党中央	 ni
8	 ATT	 9	 领导	 v
9	 POB	 0	 下	 nd
10	 WP	 0	 ，	 wp
11	 ADV	 12	 只要	 c
12	 SBV	 13	 我们	 r
13	 HED	 -1	 认清	 v
14	 VOB	 13	 形势	 n
15	 WP	 13	 ，	 wp
16	 COO	 13	 明确	 v
17	 VOB	 16	 目标	 n
18	 LAD	 19	 和	 c
19	 COO	 17	 任务	 n
20	 WP	 13	 ，	 wp
21	 COO	 13	 意识	 v
22	 CMP	 21	 到	 v
23	 LAD	 24	 所	 u
24	 ATT	 27	 肩负	 v
25	 RAD	 24	 的	 u
26	 ATT	 27	 神圣	 a
27	 VOB	 21	 使命	 n
28	 WP	 13	 ，	 wp
29	 COO	 13	 同心同德	 i
30	 WP	 13	 ，	 wp
31	 ADV	 32	 奋力	 d
32	 COO	 13	 开拓	 v
33	 WP	 13	 ，	 wp
34	 ADV	 36	 就	 d
35	 ADV	 36	 一定	 d
36	 ADV	 37	 能	 v
37	 COO	 13	 创作	 v
38	 CMP	 37	 出	 v
39	 ADV	 40	 更	 d
40	 ATT	 49	 多	 a
41	 RAD	 40	 的	 u
42	 ATT	 49	 无愧于	 v
43	 VOB	 42	 人民	 n
44	 WP	 45	 、	 wp
45	 COO	 42	 无愧于	 v
46	 VOB	 45	 时代	 n
47	 RAD	 42	 的	 u
48	 ATT	 49	 精品	 n
49	 VOB	 37	 力作	 n
50	 WP	 13	 ，	 wp
51	 ADV	 53	 就	 d
52	 ADV	 53	 一定	 d
53	 ADV	 54	 会	 v
54	 COO	 13	 迎来	 v
55	 ATT	 57	 我国	 n
56	 ATT	 57	 舞台	 n
57	 SBV	 58	 艺术	 n
58	 ATT	 62	 创作	 v
59	 COO	 58	 发展	 v
60	 RAD	 58	 的	 u
61	 ATT	 62	 新	 a
62	 VOB	 54	 时期	 n
63	 WP	 13	 。	 wp

